,Unnamed: 0,datetime,Unnamed: 0.1,Unnamed: 0.1.1,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model
191,23,191,4473.0,4567.5,6.1796875,2.9020833333333336,237.44635416666665,0.3799796778429842,1.0275495323879444,202.8006740062368,12.058679936992366
192,0,192,4428.0,4521.5,6.22872340425532,2.920851063829787,243.26787234042555,0.4014754411995569,0.9898852470454542,206.78997523735163,12.088353195455907
193,1,193,4430.0,4523.5,5.931489361702127,2.863297872340425,240.25914893617025,0.4110606235638067,0.8609694166206836,205.8492717821502,11.882548017414098
194,2,194,4432.0,4525.5,5.507659574468085,2.8718085106382976,236.1686170212766,0.4400946730629716,0.7291983480099022,203.78368696092156,11.397369246571715
195,3,195,4434.0,4527.5,5.020319148936171,2.674468085106383,235.40478723404252,0.4563048483862658,0.6457574039859567,197.6531258871713,10.777079691269346
196,4,196,4436.0,4529.5,4.683085106382978,2.812659574468085,228.2354255319149,0.4363199510786055,0.6116110471524647,193.61971960854305,10.058566626355066
197,5,197,4438.0,4531.5,4.594893617021277,2.602340425531915,224.1642553191489,0.4198864555170566,0.5737522937890788,183.4218486521712,9.33718293110586
198,6,198,4440.0,4533.5,4.539255319148936,2.455,221.28127659574463,0.4294210342335322,0.5295364985658239,177.58585092815682,8.573313256988389
199,7,199,4441.5,4536.0,4.523958333333334,2.325833333333333,221.35125,0.4347119508962813,0.46821907335137,171.68078816890426,7.877572239328879
200,8,200,4443.0,4537.5,4.521458333333333,2.213020833333333,215.46489583333332,0.4790351274182409,0.4467532953455482,170.36318101732758,7.293708945645794
201,9,201,4445.0,4539.5,4.4548958333333335,2.1689583333333333,217.15510416666663,0.4716319346021425,0.438096164107645,167.56464622796307,6.761466276646227
202,10,202,4447.0,4541.5,4.422604166666667,2.279479166666667,224.2484375,0.3994339617235482,0.4260577833835628,154.40730185484915,6.254723163446353
203,11,203,4449.0,4543.5,4.201666666666667,2.4475,221.165625,0.4068586471191379,0.4236855096192418,153.97027762876388,5.733787398427191
204,12,204,4451.0,4545.5,4.0261458333333335,2.4519791666666664,223.0482291666667,0.4295861799827118,0.4183647244365975,144.90822794703382,5.329317590484474
205,13,205,4453.0,4547.5,4.186875,2.326041666666667,219.8221875,0.4469395959299231,0.4258624314215364,142.55676681448722,5.044197226895793
206,14,206,4455.0,4549.5,4.743854166666666,2.347395833333333,229.61145833333333,0.4672849444649784,0.4097857834284696,138.03013369931003,5.330353351434645
207,15,207,4457.0,4551.5,5.349895833333334,2.165833333333333,210.7325,0.5850556384139188,0.4713130463410746,149.42269369941917,6.432555166439338
208,16,208,4459.0,4553.5,5.57125,2.145208333333333,212.24177083333333,0.5080318034998,0.5767101852914128,159.0346848527539,7.993903551720376
209,17,209,4461.0,4555.5,5.738125,2.223020833333333,216.41760416666668,0.5506303519960906,0.6816568433513291,171.3667328249918,9.279978578621057
210,18,210,4463.0,4557.5,5.9225,2.4140625,213.18260416666664,0.4675357508109719,0.7951564269925874,178.83485676818222,10.341188080664605
211,19,211,4465.0,4559.5,6.3031250000000005,2.4615625,204.3844791666667,0.384815701335914,0.8480259894566212,173.91657420768885,10.82390651305573
212,20,212,4467.0,4561.5,6.356458333333333,2.6514583333333333,204.3748958333333,0.4177120219267485,0.9050661480759994,178.47832706175473,11.471406586523976
213,21,213,4469.0,4563.5,6.257916666666667,2.7972916666666667,223.7320833333333,0.3967243465022358,0.963473180462342,195.4592421689908,11.901853211279835
214,22,214,4471.0,4565.5,6.146249999999999,2.780208333333333,237.0440625,0.3745856161988022,1.0216645125717667,203.44703933542667,12.050898378425742
215,23,215,4473.0,4567.5,6.1796875,2.9020833333333336,237.44635416666665,0.3799796778429842,1.0275495323879444,202.8006740062368,12.058679936992366
216,0,216,4428.0,4521.5,6.22872340425532,2.920851063829787,243.26787234042555,0.4014754411995569,0.9898852470454542,206.78997523735163,12.088353195455907
217,1,217,4430.0,4523.5,5.931489361702127,2.863297872340425,240.25914893617025,0.4110606235638067,0.8609694166206836,205.8492717821502,11.882548017414098
218,2,218,4432.0,4525.5,5.507659574468085,2.8718085106382976,236.1686170212766,0.4400946730629716,0.7291983480099022,203.78368696092156,11.397369246571715
219,3,219,4434.0,4527.5,5.020319148936171,2.674468085106383,235.40478723404252,0.4563048483862658,0.6457574039859567,197.6531258871713,10.777079691269346
220,4,220,4436.0,4529.5,4.683085106382978,2.812659574468085,228.2354255319149,0.4363199510786055,0.6116110471524647,193.61971960854305,10.058566626355066
221,5,221,4438.0,4531.5,4.594893617021277,2.602340425531915,224.1642553191489,0.4198864555170566,0.5737522937890788,183.4218486521712,9.33718293110586
222,6,222,4440.0,4533.5,4.539255319148936,2.455,221.28127659574463,0.4294210342335322,0.5295364985658239,177.58585092815682,8.573313256988389
223,7,223,4441.5,4536.0,4.523958333333334,2.325833333333333,221.35125,0.4347119508962813,0.46821907335137,171.68078816890426,7.877572239328879
224,8,224,4443.0,4537.5,4.521458333333333,2.213020833333333,215.46489583333332,0.4790351274182409,0.4467532953455482,170.36318101732758,7.293708945645794
225,9,225,4445.0,4539.5,4.4548958333333335,2.1689583333333333,217.15510416666663,0.4716319346021425,0.438096164107645,167.56464622796307,6.761466276646227
226,10,226,4447.0,4541.5,4.422604166666667,2.279479166666667,224.2484375,0.3994339617235482,0.4260577833835628,154.40730185484915,6.254723163446353
227,11,227,4449.0,4543.5,4.201666666666667,2.4475,221.165625,0.4068586471191379,0.4236855096192418,153.97027762876388,5.733787398427191
228,12,228,4451.0,4545.5,4.0261458333333335,2.4519791666666664,223.0482291666667,0.4295861799827118,0.4183647244365975,144.90822794703382,5.329317590484474
229,13,229,4453.0,4547.5,4.186875,2.326041666666667,219.8221875,0.4469395959299231,0.4258624314215364,142.55676681448722,5.044197226895793
230,14,230,4455.0,4549.5,4.743854166666666,2.347395833333333,229.61145833333333,0.4672849444649784,0.4097857834284696,138.03013369931003,5.330353351434645
231,15,231,4457.0,4551.5,5.349895833333334,2.165833333333333,210.7325,0.5850556384139188,0.4713130463410746,149.42269369941917,6.432555166439338
232,16,232,4459.0,4553.5,5.57125,2.145208333333333,212.24177083333333,0.5080318034998,0.5767101852914128,159.0346848527539,7.993903551720376
233,17,233,4461.0,4555.5,5.738125,2.223020833333333,216.41760416666668,0.5506303519960906,0.6816568433513291,171.3667328249918,9.279978578621057
234,18,234,4463.0,4557.5,5.9225,2.4140625,213.18260416666664,0.4675357508109719,0.7951564269925874,178.83485676818222,10.341188080664605
235,19,235,4465.0,4559.5,6.3031250000000005,2.4615625,204.3844791666667,0.384815701335914,0.8480259894566212,173.91657420768885,10.82390651305573
236,20,236,4467.0,4561.5,6.356458333333333,2.6514583333333333,204.3748958333333,0.4177120219267485,0.9050661480759994,178.47832706175473,11.471406586523976
237,21,237,4469.0,4563.5,6.257916666666667,2.7972916666666667,223.7320833333333,0.3967243465022358,0.963473180462342,195.4592421689908,11.901853211279835
238,22,238,4471.0,4565.5,6.146249999999999,2.780208333333333,237.0440625,0.3745856161988022,1.0216645125717667,203.44703933542667,12.050898378425742
239,23,239,4473.0,4567.5,6.1796875,2.9020833333333336,237.44635416666665,0.3799796778429842,1.0275495323879444,202.8006740062368,12.058679936992366
